date,time,temperature,dew_point,humidity,wind,wind_speed,wind_gust,pressure,precipitation,precipitation_accumulation,condition
07/11/2016,11:20 am,45 F ,34 F ,66%,N,8 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,11:50 am,43 F ,32 F ,66%,N,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,12:20 pm,45 F ,32 F ,61%,N,8 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,12:50 pm,45 F ,32 F ,61%,NNE,8 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,1:20 pm,45 F ,32 F ,61%,N,9 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,1:50 pm,45 F ,32 F ,61%,N,8 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,2:20 pm,45 F ,32 F ,61%,N,8 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,2:50 pm,45 F ,32 F ,61%,NNW,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,3:20 pm,43 F ,32 F ,66%,N,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,3:50 pm,43 F ,32 F ,66%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,4:50 pm,41 F ,30 F ,65%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,5:50 pm,41 F ,32 F ,70%,N,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,6:20 pm,41 F ,32 F ,70%,N,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,6:50 pm,41 F ,32 F ,70%,NNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,7:20 pm,41 F ,32 F ,70%,NNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,7:50 pm,41 F ,32 F ,70%,NNW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,8:20 pm,41 F ,32 F ,70%,NNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,8:50 pm,41 F ,30 F ,65%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,9:20 pm,41 F ,32 F ,70%,NW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,9:50 pm,41 F ,32 F ,70%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,10:20 pm,41 F ,32 F ,70%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,10:50 pm,41 F ,32 F ,70%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,11:20 pm,41 F ,32 F ,70%,WNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,11:50 pm,39 F ,32 F ,75%,VAR,2 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,12:20 am,37 F ,32 F ,81%,WSW,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,12:50 am,37 F ,32 F ,81%,WSW,6 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,1:20 am,37 F ,32 F ,81%,WSW,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,1:50 am,37 F ,32 F ,81%,WSW,3 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,2:20 am,37 F ,32 F ,81%,WSW,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,2:50 am,37 F ,32 F ,81%,WSW,3 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,3:20 am,37 F ,30 F ,75%,VAR,1 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,3:50 am,36 F ,30 F ,81%,WSW,2 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
08/11/2016,4:20 am,36 F ,30 F ,81%,W,1 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,4:50 am,36 F ,30 F ,81%,VAR,1 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,5:20 am,36 F ,30 F ,81%,WSW,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,5:50 am,34 F ,30 F ,87%,WSW,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,6:20 am,36 F ,30 F ,81%,VAR,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,6:50 am,36 F ,30 F ,81%,W,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,7:20 am,36 F ,30 F ,81%,WSW,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,7:50 am,34 F ,30 F ,87%,W,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,8:20 am,36 F ,30 F ,81%,W,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,8:50 am,36 F ,32 F ,87%,WSW,2 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,9:20 am,37 F ,32 F ,81%,W,2 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
08/11/2016,9:50 am,37 F ,30 F ,75%,VAR,1 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,10:20 am,39 F ,32 F ,75%,VAR,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,10:50 am,39 F ,32 F ,75%,VAR,1 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,11:20 am,39 F ,32 F ,75%,W,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,11:50 am,39 F ,32 F ,75%,NNE,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,12:20 pm,41 F ,32 F ,70%,NE,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,12:50 pm,41 F ,34 F ,76%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,1:20 pm,41 F ,34 F ,76%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,1:50 pm,41 F ,32 F ,70%,SE,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
08/11/2016,2:20 pm,41 F ,30 F ,65%,SE,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,2:50 pm,41 F ,30 F ,65%,VAR,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,3:20 pm,41 F ,30 F ,65%,E,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,3:50 pm,41 F ,30 F ,65%,ESE,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,4:20 pm,41 F ,32 F ,70%,E,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,4:50 pm,41 F ,30 F ,65%,ESE,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,5:20 pm,41 F ,28 F ,61%,E,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,5:50 pm,41 F ,28 F ,61%,VAR,2 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
08/11/2016,6:20 pm,39 F ,28 F ,65%,S,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
08/11/2016,6:50 pm,37 F ,32 F ,81%,SSE,9 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,7:20 pm,37 F ,32 F ,81%,SE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,7:50 pm,37 F ,32 F ,81%,ESE,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,8:20 pm,37 F ,32 F ,81%,VAR,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,8:50 pm,37 F ,34 F ,87%,ENE,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,9:20 pm,37 F ,34 F ,87%,ESE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
08/11/2016,9:50 pm,37 F ,32 F ,81%,E,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
08/11/2016,10:20 pm,37 F ,32 F ,81%,E,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
08/11/2016,10:50 pm,37 F ,34 F ,87%,E,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,11:20 pm,37 F ,34 F ,87%,SE,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
08/11/2016,11:50 pm,37 F ,34 F ,87%,ESE,9 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,12:20 am,37 F ,32 F ,81%,VAR,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,12:50 am,37 F ,34 F ,87%,E,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,1:20 am,37 F ,34 F ,87%,E,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,1:50 am,37 F ,34 F ,87%,E,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,2:20 am,37 F ,34 F ,87%,ENE,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,2:50 am,37 F ,34 F ,87%,E,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,3:20 am,37 F ,32 F ,81%,E,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,3:50 am,37 F ,34 F ,87%,E,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,4:20 am,37 F ,34 F ,87%,E,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,4:50 am,37 F ,34 F ,87%,NNE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,5:20 am,37 F ,34 F ,87%,NE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,5:50 am,37 F ,34 F ,87%,NE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,6:20 am,37 F ,34 F ,87%,E,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,6:50 am,37 F ,34 F ,87%,E,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,7:20 am,36 F ,34 F ,93%,E,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,7:50 am,36 F ,34 F ,93%,ENE,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,8:20 am,36 F ,34 F ,93%,ENE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,8:50 am,36 F ,36 F ,100%,NE,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,9:20 am,37 F ,36 F ,93%,NE,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,9:50 am,37 F ,36 F ,93%,NE,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,10:20 am,37 F ,36 F ,93%,NNE,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,10:50 am,37 F ,36 F ,93%,VAR,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,11:20 am,37 F ,34 F ,87%,VAR,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,11:50 am,39 F ,36 F ,87%,VAR,1 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Light Rain
09/11/2016,12:20 pm,39 F ,36 F ,87%,NNW,1 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Wintry Mix
09/11/2016,12:50 pm,39 F ,36 F ,87%,NW,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,1:20 pm,39 F ,36 F ,87%,W,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,1:50 pm,39 F ,36 F ,87%,W,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,2:20 pm,39 F ,36 F ,87%,VAR,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,2:50 pm,39 F ,36 F ,87%,VAR,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,3:20 pm,39 F ,36 F ,87%,VAR,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,3:50 pm,39 F ,36 F ,87%,W,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,4:20 pm,39 F ,36 F ,87%,WSW,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,4:50 pm,39 F ,36 F ,87%,W,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,5:20 pm,39 F ,36 F ,87%,SW,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,5:50 pm,39 F ,34 F ,81%,SW,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,6:20 pm,39 F ,34 F ,81%,SSW,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,6:50 pm,39 F ,36 F ,87%,SW,5 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,7:20 pm,39 F ,34 F ,81%,VAR,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,7:50 pm,37 F ,34 F ,87%,SW,3 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,8:20 pm,37 F ,34 F ,87%,VAR,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,8:50 pm,36 F ,34 F ,93%,NW,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,9:20 pm,36 F ,34 F ,93%,CALM,0 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mostly Cloudy
09/11/2016,9:50 pm,36 F ,34 F ,93%,VAR,1 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Cloudy
09/11/2016,10:20 pm,34 F ,34 F ,100%,CALM,0 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
09/11/2016,10:50 pm,34 F ,34 F ,100%,ENE,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
09/11/2016,11:20 pm,34 F ,32 F ,93%,VAR,1 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mist
09/11/2016,11:50 pm,34 F ,32 F ,93%,CALM,0 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,12:20 am,32 F ,30 F ,93%,SE,1 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,12:50 am,30 F ,30 F ,100%,CALM,0 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mist
10/11/2016,1:20 am,30 F ,28 F ,93%,NE,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Mist
10/11/2016,1:50 am,30 F ,28 F ,93%,CALM,0 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,2:20 am,32 F ,30 F ,93%,NNW,2 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,2:50 am,34 F ,34 F ,100%,VAR,2 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Rain
10/11/2016,3:20 am,37 F ,37 F ,100%,VAR,3 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Rain
10/11/2016,3:50 am,39 F ,39 F ,100%,VAR,2 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Light Rain
10/11/2016,4:20 am,39 F ,37 F ,93%,SW,7 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Cloudy
10/11/2016,4:50 am,39 F ,37 F ,93%,WSW,8 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,5:20 am,39 F ,37 F ,93%,WSW,10 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Fair
10/11/2016,5:50 am,39 F ,37 F ,93%,W,7 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Fair
10/11/2016,6:20 am,37 F ,36 F ,93%,W,5 mph ,0 mph ,29.3 in ,0.0 in ,0.0 in ,Fair
10/11/2016,6:50 am,36 F ,34 F ,93%,WSW,8 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,7:20 am,36 F ,34 F ,93%,WSW,9 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,7:50 am,37 F ,36 F ,93%,WSW,9 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Fair
10/11/2016,8:20 am,37 F ,36 F ,93%,WSW,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,8:50 am,37 F ,36 F ,93%,W,6 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,9:20 am,39 F ,37 F ,93%,W,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,9:50 am,41 F ,37 F ,87%,WSW,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,10:20 am,43 F ,39 F ,87%,W,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,10:50 am,43 F ,37 F ,81%,W,8 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,11:20 am,45 F ,39 F ,81%,W,7 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,11:50 am,45 F ,37 F ,76%,W,9 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,12:20 pm,46 F ,37 F ,71%,WNW,9 mph ,0 mph ,29.4 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,12:50 pm,45 F ,37 F ,76%,WNW,9 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,1:20 pm,45 F ,37 F ,76%,NW,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Mostly Cloudy
10/11/2016,1:50 pm,46 F ,36 F ,66%,NNW,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Mostly Cloudy
10/11/2016,2:20 pm,45 F ,36 F ,71%,NW,8 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,2:50 pm,45 F ,36 F ,71%,NNW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,3:20 pm,45 F ,36 F ,71%,NNW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,3:50 pm,45 F ,36 F ,71%,NW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
10/11/2016,4:20 pm,43 F ,34 F ,70%,NNW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
10/11/2016,4:50 pm,41 F ,34 F ,76%,VAR,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
10/11/2016,5:20 pm,36 F ,32 F ,87%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
10/11/2016,5:50 pm,34 F ,32 F ,93%,W,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
10/11/2016,6:20 pm,37 F ,32 F ,81%,VAR,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
10/11/2016,6:50 pm,37 F ,34 F ,87%,W,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
10/11/2016,7:20 pm,37 F ,34 F ,87%,W,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,7:50 pm,36 F ,32 F ,87%,W,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
10/11/2016,8:20 pm,34 F ,30 F ,87%,VAR,1 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
10/11/2016,8:50 pm,32 F ,30 F ,93%,VAR,1 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
10/11/2016,9:20 pm,36 F ,34 F ,93%,W,2 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
10/11/2016,9:50 pm,34 F ,32 F ,93%,VAR,2 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,10:20 pm,34 F ,30 F ,87%,VAR,2 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,10:50 pm,32 F ,30 F ,93%,W,2 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
10/11/2016,11:20 pm,30 F ,28 F ,93%,WSW,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
10/11/2016,11:50 pm,32 F ,30 F ,93%,W,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
11/11/2016,12:20 am,28 F ,28 F ,100%,WSW,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,12:50 am,32 F ,30 F ,93%,W,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
11/11/2016,1:20 am,34 F ,30 F ,87%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Cloudy
11/11/2016,1:50 am,30 F ,28 F ,93%,W,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,2:20 am,28 F ,28 F ,100%,WSW,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,2:50 am,28 F ,28 F ,100%,SSW,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,3:20 am,27 F ,25 F ,93%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,3:50 am,28 F ,28 F ,100%,WSW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,4:20 am,28 F ,27 F ,93%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,4:50 am,28 F ,27 F ,93%,CALM,0 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,5:20 am,27 F ,25 F ,93%,S,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,5:50 am,27 F ,25 F ,93%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,6:20 am,27 F ,27 F ,100%,WNW,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,6:50 am,27 F ,27 F ,100%,W,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,7:20 am,27 F ,27 F ,100%,NW,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,7:50 am,27 F ,27 F ,100%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,8:20 am,27 F ,27 F ,100%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,8:50 am,28 F ,28 F ,100%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,9:20 am,32 F ,30 F ,93%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,9:50 am,34 F ,32 F ,93%,ENE,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,10:20 am,36 F ,34 F ,93%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,10:50 am,39 F ,36 F ,87%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,11:20 am,41 F ,37 F ,87%,NNE,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,11:50 am,46 F ,37 F ,71%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,12:20 pm,46 F ,39 F ,76%,SSW,15 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,12:50 pm,46 F ,39 F ,76%,SSW,14 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,1:20 pm,46 F ,37 F ,71%,S,14 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,1:50 pm,46 F ,37 F ,71%,SSW,13 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,2:20 pm,46 F ,39 F ,76%,SSW,12 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,2:50 pm,45 F ,37 F ,76%,SSW,9 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,3:20 pm,45 F ,37 F ,76%,SSW,9 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,3:50 pm,45 F ,37 F ,76%,SSW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
11/11/2016,4:20 pm,45 F ,37 F ,76%,VAR,3 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
11/11/2016,4:50 pm,45 F ,37 F ,76%,VAR,3 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
11/11/2016,5:20 pm,45 F ,37 F ,76%,SE,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
