Transaction,Item,date_time,period_day,weekday_weekend,weekday,wind,condition,temp_f,temp_c,dew_point_f,dew_point_c,wind_speed_mph,wind_gust_mph,wind_speed_kmh,wind_gust_kmh,humidity_%,pressure_in,precipitation_in,precipitation_accumulation_in
6134,Brownie,2017-02-06 15:12:19,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6135,Medialuna,2017-02-06 15:15:10,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6135,Tea,2017-02-06 15:15:10,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6135,Brownie,2017-02-06 15:15:10,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6135,Tea,2017-02-06 15:15:10,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6135,Soup,2017-02-06 15:15:10,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6135,Soup,2017-02-06 15:15:10,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6136,Coffee,2017-02-06 15:15:51,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6136,Cake,2017-02-06 15:15:51,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6136,Chicken Stew,2017-02-06 15:15:51,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6137,Tea,2017-02-06 15:34:04,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6137,Cake,2017-02-06 15:34:04,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6138,Bread,2017-02-06 15:34:54,afternoon,weekday,0,SE,Fair,45,7.0,34,1.1111111111111112,10,0,16.0934,0.0,0.66,29,0,0
6139,Cookies,2017-02-06 15:42:17,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6139,Tea,2017-02-06 15:42:17,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6139,Tea,2017-02-06 15:42:17,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6140,Coffee,2017-02-06 15:45:24,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6140,Juice,2017-02-06 15:45:24,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6140,Alfajores,2017-02-06 15:45:24,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6141,Bread,2017-02-06 15:45:52,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6142,Brownie,2017-02-06 15:46:51,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6142,Coffee,2017-02-06 15:46:51,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6142,Coffee,2017-02-06 15:46:51,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6142,Juice,2017-02-06 15:46:51,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6142,Farm House,2017-02-06 15:46:51,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6143,Juice,2017-02-06 15:48:36,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6143,Cookies,2017-02-06 15:48:36,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6143,Brownie,2017-02-06 15:48:36,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6143,Tea,2017-02-06 15:48:36,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6144,Coffee,2017-02-06 15:50:30,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6144,Cake,2017-02-06 15:50:30,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6144,Brownie,2017-02-06 15:50:30,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6145,Coffee,2017-02-06 15:51:59,afternoon,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,12,0,19.31208,0.0,0.7,29,0,0
6146,Coffee,2017-02-06 16:24:36,afternoon,weekday,0,SE,Fair,43,6.0,32,0.0,12,0,19.31208,0.0,0.66,29,0,0
6146,Scone,2017-02-06 16:24:36,afternoon,weekday,0,SE,Fair,43,6.0,32,0.0,12,0,19.31208,0.0,0.66,29,0,0
6147,Tea,2017-02-06 16:37:37,afternoon,weekday,0,SE,Fair,43,6.0,32,0.0,13,0,20.92142,0.0,0.66,29,0,0
6147,Brownie,2017-02-06 16:37:37,afternoon,weekday,0,SE,Fair,43,6.0,32,0.0,13,0,20.92142,0.0,0.66,29,0,0
6147,Toast,2017-02-06 16:37:37,afternoon,weekday,0,SE,Fair,43,6.0,32,0.0,13,0,20.92142,0.0,0.66,29,0,0
6148,Bread,2017-02-06 17:07:50,evening,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,15,28,24.1401,45.06152,0.7,29,0,0
6149,Pastry,2017-02-06 17:20:47,evening,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,15,28,24.1401,45.06152,0.7,29,0,0
6149,Medialuna,2017-02-06 17:20:47,evening,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,15,28,24.1401,45.06152,0.7,29,0,0
6149,Hot chocolate,2017-02-06 17:20:47,evening,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,15,28,24.1401,45.06152,0.7,29,0,0
6149,Coffee,2017-02-06 17:20:47,evening,weekday,0,SE,Fair,43,6.0,34,1.1111111111111112,15,28,24.1401,45.06152,0.7,29,0,0
6150,Bread,2017-02-07 08:39:43,morning,weekday,1,WSW,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6151,Sandwich,2017-02-07 08:54:43,morning,weekday,1,WSW,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6151,Coffee,2017-02-07 08:54:43,morning,weekday,1,WSW,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6152,Bread,2017-02-07 09:04:47,morning,weekday,1,WSW,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6152,Farm House,2017-02-07 09:04:47,morning,weekday,1,WSW,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6153,Hot chocolate,2017-02-07 09:20:13,morning,weekday,1,W,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6154,Hot chocolate,2017-02-07 09:20:47,morning,weekday,1,W,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6155,Hot chocolate,2017-02-07 09:21:15,morning,weekday,1,W,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6156,Tea,2017-02-07 09:29:22,morning,weekday,1,W,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6156,Toast,2017-02-07 09:29:22,morning,weekday,1,W,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6156,Baguette,2017-02-07 09:29:22,morning,weekday,1,W,Mist,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6157,Coffee,2017-02-07 09:51:29,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6158,Scandinavian,2017-02-07 10:13:58,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6158,Bread,2017-02-07 10:13:58,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6158,Nomad bag,2017-02-07 10:13:58,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6159,Bread,2017-02-07 10:17:13,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6160,Bread,2017-02-07 10:20:21,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6160,Pastry,2017-02-07 10:20:21,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6161,Bread,2017-02-07 10:28:30,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6162,Coffee,2017-02-07 10:31:27,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6162,Coffee,2017-02-07 10:31:27,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6163,Coffee,2017-02-07 10:33:42,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6163,Coffee,2017-02-07 10:33:42,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6163,Cake,2017-02-07 10:33:42,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6163,Bread,2017-02-07 10:33:42,morning,weekday,1,VAR,Light Drizzle,37,3.0,37,2.7777777777777777,2,0,3.21868,0.0,1.0,29,0,0
6164,Coffee,2017-02-07 10:51:55,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6164,Coffee,2017-02-07 10:51:55,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6165,Coffee,2017-02-07 10:56:03,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6165,Pastry,2017-02-07 10:56:03,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6165,Brownie,2017-02-07 10:56:03,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6166,Coffee,2017-02-07 10:59:21,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6166,Pastry,2017-02-07 10:59:21,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6167,Bread,2017-02-07 11:02:19,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6168,Salad,2017-02-07 11:04:36,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6169,Coffee,2017-02-07 11:07:33,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6170,Bread,2017-02-07 11:26:48,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6170,Coffee,2017-02-07 11:26:48,morning,weekday,1,W,Light Drizzle,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6171,Coffee,2017-02-07 11:43:00,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6171,Coffee,2017-02-07 11:43:00,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6171,Cake,2017-02-07 11:43:00,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6171,Alfajores,2017-02-07 11:43:00,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6172,Coffee,2017-02-07 11:44:58,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6173,Coffee,2017-02-07 11:47:01,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6173,Bread,2017-02-07 11:47:01,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6173,Eggs,2017-02-07 11:47:01,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6174,Tea,2017-02-07 11:50:33,morning,weekday,1,WNW,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6175,Bread,2017-02-07 12:16:22,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6176,Farm House,2017-02-07 12:23:03,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6177,Coffee,2017-02-07 12:30:41,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6177,Alfajores,2017-02-07 12:30:41,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6178,Coffee,2017-02-07 12:32:15,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6178,Coffee,2017-02-07 12:32:15,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6178,Pastry,2017-02-07 12:32:15,afternoon,weekday,1,VAR,Light Rain,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,29,0,0
6179,Juice,2017-02-07 12:49:41,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6179,Chicken Stew,2017-02-07 12:49:41,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6180,Chicken Stew,2017-02-07 12:50:45,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6180,Chocolates,2017-02-07 12:50:45,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6181,Soup,2017-02-07 13:03:45,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6181,Coffee,2017-02-07 13:03:45,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6182,Chicken Stew,2017-02-07 13:06:24,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6182,Juice,2017-02-07 13:06:24,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6182,Eggs,2017-02-07 13:06:24,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6182,Bread,2017-02-07 13:06:24,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6182,Cake,2017-02-07 13:06:24,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6183,Cake,2017-02-07 13:27:44,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6183,Cake,2017-02-07 13:27:44,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6183,Coffee,2017-02-07 13:27:44,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6183,Hot chocolate,2017-02-07 13:27:44,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6184,Coffee,2017-02-07 13:33:14,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6184,Coffee,2017-02-07 13:33:14,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6184,Cake,2017-02-07 13:33:14,afternoon,weekday,1,N,Light Drizzle,41,5.0,39,3.8888888888888893,5,0,8.0467,0.0,0.93,29,0,0
6185,Farm House,2017-02-07 13:41:13,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6186,Bread,2017-02-07 13:44:40,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6187,Baguette,2017-02-07 13:49:18,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6188,Soup,2017-02-07 14:26:30,afternoon,weekday,1,NNW,Light Drizzle,39,4.0,39,3.8888888888888893,5,0,8.0467,0.0,1.0,29,0,0
6189,Spanish Brunch,2017-02-07 14:26:57,afternoon,weekday,1,NNW,Light Drizzle,39,4.0,39,3.8888888888888893,5,0,8.0467,0.0,1.0,29,0,0
6189,Tea,2017-02-07 14:26:57,afternoon,weekday,1,NNW,Light Drizzle,39,4.0,39,3.8888888888888893,5,0,8.0467,0.0,1.0,29,0,0
6190,Coffee,2017-02-07 14:46:51,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6190,Cake,2017-02-07 14:46:51,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6191,Tea,2017-02-07 14:52:23,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6191,Tea,2017-02-07 14:52:23,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6191,Spanish Brunch,2017-02-07 14:52:23,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6192,Coffee,2017-02-07 15:03:18,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6192,Coffee,2017-02-07 15:03:18,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6192,Brownie,2017-02-07 15:03:18,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6192,Truffles,2017-02-07 15:03:18,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,39,3.8888888888888893,3,0,4.82802,0.0,1.0,29,0,0
6193,Hot chocolate,2017-02-07 15:42:37,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6193,Cake,2017-02-07 15:42:37,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6194,Bread,2017-02-07 15:54:36,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6194,Alfajores,2017-02-07 15:54:36,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6195,Tea,2017-02-07 15:55:58,afternoon,weekday,1,VAR,Light Drizzle,39,4.0,37,2.7777777777777777,2,0,3.21868,0.0,0.93,29,0,0
6196,Bread,2017-02-07 16:19:02,afternoon,weekday,1,W,Light Rain,39,4.0,37,2.7777777777777777,5,0,8.0467,0.0,0.93,29,0,0
6197,Coffee,2017-02-07 16:47:37,afternoon,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6197,Alfajores,2017-02-07 16:47:37,afternoon,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Bread,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Smoothies,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Mineral water,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Alfajores,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Brownie,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Cake,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6198,Bread,2017-02-07 17:01:48,evening,weekday,1,VAR,Light Rain,37,3.0,37,2.7777777777777777,3,0,4.82802,0.0,1.0,29,0,0
6199,Coffee,2017-02-07 17:06:40,evening,weekday,1,WNW,Light Rain,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,29,0,0
6199,Tea,2017-02-07 17:06:40,evening,weekday,1,WNW,Light Rain,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,29,0,0
6199,Cake,2017-02-07 17:06:40,evening,weekday,1,WNW,Light Rain,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,29,0,0
6200,Baguette,2017-02-07 17:26:00,evening,weekday,1,WNW,Light Rain,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,29,0,0
6201,Sandwich,2017-02-07 17:34:23,evening,weekday,1,WNW,Light Rain,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,29,0,0
6201,Tea,2017-02-07 17:34:23,evening,weekday,1,WNW,Light Rain,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,29,0,0
6202,Coffee,2017-02-08 08:34:11,morning,weekday,2,ENE,Patches of Fog,37,3.0,37,2.7777777777777777,6,0,9.65604,0.0,1.0,30,0,0
6203,Alfajores,2017-02-08 08:37:15,morning,weekday,2,ENE,Patches of Fog,39,4.0,37,2.7777777777777777,3,0,4.82802,0.0,0.93,30,0,0
6205,Bread,2017-02-08 09:09:37,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,9,0,14.48406,0.0,0.87,30,0,0
6206,Bread,2017-02-08 09:39:18,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,10,0,16.0934,0.0,0.87,30,0,0
6206,Pastry,2017-02-08 09:39:18,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,10,0,16.0934,0.0,0.87,30,0,0
6207,Pastry,2017-02-08 09:42:40,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,10,0,16.0934,0.0,0.87,30,0,0
6207,Bread,2017-02-08 09:42:40,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,10,0,16.0934,0.0,0.87,30,0,0
6207,Eggs,2017-02-08 09:42:40,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,10,0,16.0934,0.0,0.87,30,0,0
6207,Nomad bag,2017-02-08 09:42:40,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,10,0,16.0934,0.0,0.87,30,0,0
6208,Coffee,2017-02-08 10:21:59,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6208,Coffee,2017-02-08 10:21:59,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6208,Alfajores,2017-02-08 10:21:59,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6209,Coffee,2017-02-08 10:24:07,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6209,Bread,2017-02-08 10:24:07,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6210,Coffee,2017-02-08 10:30:26,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6211,Bread,2017-02-08 10:30:45,morning,weekday,2,E,Mostly Cloudy,41,5.0,37,2.7777777777777777,7,0,11.26538,0.0,0.87,30,0,0
6212,Coffee,2017-02-08 10:36:09,morning,weekday,2,SE,Mostly Cloudy,41,5.0,36,2.2222222222222223,9,0,14.48406,0.0,0.81,30,0,0
6213,Bread,2017-02-08 10:48:07,morning,weekday,2,SE,Mostly Cloudy,41,5.0,36,2.2222222222222223,9,0,14.48406,0.0,0.81,30,0,0
6213,Spanish Brunch,2017-02-08 10:48:07,morning,weekday,2,SE,Mostly Cloudy,41,5.0,36,2.2222222222222223,9,0,14.48406,0.0,0.81,30,0,0
6214,Coffee,2017-02-08 11:16:58,morning,weekday,2,SE,Mostly Cloudy,41,5.0,36,2.2222222222222223,8,0,12.87472,0.0,0.81,30,0,0
6215,Coffee,2017-02-08 11:41:36,morning,weekday,2,SSE,Cloudy,41,5.0,36,2.2222222222222223,7,0,11.26538,0.0,0.81,30,0,0
