Transaction,Item,date_time,period_day,weekday_weekend,weekday
4408,Bread,2017-01-09 09:01:09,morning,weekday,0
4409,Bread,2017-01-09 09:01:36,morning,weekday,0
4410,Tea,2017-01-09 09:18:34,morning,weekday,0
4411,Juice,2017-01-09 09:40:09,morning,weekday,0
4411,Pastry,2017-01-09 09:40:09,morning,weekday,0
4412,Coffee,2017-01-09 09:41:42,morning,weekday,0
4413,Coffee,2017-01-09 09:43:35,morning,weekday,0
4414,Bread,2017-01-09 09:47:34,morning,weekday,0
4415,Coffee,2017-01-09 10:04:20,morning,weekday,0
4415,Toast,2017-01-09 10:04:20,morning,weekday,0
4415,Cookies,2017-01-09 10:04:20,morning,weekday,0
4415,Coffee,2017-01-09 10:04:20,morning,weekday,0
4416,Bread,2017-01-09 10:07:47,morning,weekday,0
4417,Coffee,2017-01-09 10:09:31,morning,weekday,0
4417,Coffee,2017-01-09 10:09:31,morning,weekday,0
4417,Pastry,2017-01-09 10:09:31,morning,weekday,0
4417,Medialuna,2017-01-09 10:09:31,morning,weekday,0
4418,Coffee,2017-01-09 10:13:37,morning,weekday,0
4418,Coffee,2017-01-09 10:13:37,morning,weekday,0
4418,Muffin,2017-01-09 10:13:37,morning,weekday,0
4419,Coffee,2017-01-09 10:18:51,morning,weekday,0
4420,Bread,2017-01-09 10:21:46,morning,weekday,0
4420,Scone,2017-01-09 10:21:46,morning,weekday,0
4421,Muffin,2017-01-09 10:28:58,morning,weekday,0
4421,Coffee,2017-01-09 10:28:58,morning,weekday,0
4421,Coffee,2017-01-09 10:28:58,morning,weekday,0
4422,Bread,2017-01-09 10:58:33,morning,weekday,0
4423,Coffee,2017-01-09 11:00:24,morning,weekday,0
4423,Tea,2017-01-09 11:00:24,morning,weekday,0
4424,Juice,2017-01-09 11:03:07,morning,weekday,0
4424,Pastry,2017-01-09 11:03:07,morning,weekday,0
4424,Medialuna,2017-01-09 11:03:07,morning,weekday,0
4425,Pastry,2017-01-09 11:11:56,morning,weekday,0
4425,Coffee,2017-01-09 11:11:56,morning,weekday,0
4426,Coffee,2017-01-09 11:30:18,morning,weekday,0
4426,Coffee,2017-01-09 11:30:18,morning,weekday,0
4426,Cookies,2017-01-09 11:30:18,morning,weekday,0
4426,Scone,2017-01-09 11:30:18,morning,weekday,0
4427,Tea,2017-01-09 11:36:45,morning,weekday,0
4427,Coffee,2017-01-09 11:36:45,morning,weekday,0
4428,Coffee,2017-01-09 11:55:19,morning,weekday,0
4429,Farm House,2017-01-09 11:59:32,morning,weekday,0
4429,Farm House,2017-01-09 11:59:32,morning,weekday,0
4430,Medialuna,2017-01-09 12:02:45,afternoon,weekday,0
4430,Coke,2017-01-09 12:02:45,afternoon,weekday,0
4430,Juice,2017-01-09 12:02:45,afternoon,weekday,0
4431,Coffee,2017-01-09 12:38:55,afternoon,weekday,0
4432,Coffee,2017-01-09 12:39:06,afternoon,weekday,0
4433,Coffee,2017-01-09 12:57:18,afternoon,weekday,0
4433,Tea,2017-01-09 12:57:18,afternoon,weekday,0
4433,Cake,2017-01-09 12:57:18,afternoon,weekday,0
4434,Coffee,2017-01-09 13:00:30,afternoon,weekday,0
4435,Sandwich,2017-01-09 13:17:37,afternoon,weekday,0
4435,Coffee,2017-01-09 13:17:37,afternoon,weekday,0
4435,Scone,2017-01-09 13:17:37,afternoon,weekday,0
4436,Tea,2017-01-09 13:39:04,afternoon,weekday,0
4436,Toast,2017-01-09 13:39:04,afternoon,weekday,0
4437,Coffee,2017-01-09 13:40:31,afternoon,weekday,0
4438,Bread,2017-01-09 13:44:30,afternoon,weekday,0
4439,Farm House,2017-01-09 13:45:53,afternoon,weekday,0
4440,Tea,2017-01-09 14:00:11,afternoon,weekday,0
4440,Jammie Dodgers,2017-01-09 14:00:11,afternoon,weekday,0
4440,Scone,2017-01-09 14:00:11,afternoon,weekday,0
4441,Coffee,2017-01-09 14:30:11,afternoon,weekday,0
4441,Scone,2017-01-09 14:30:11,afternoon,weekday,0
4442,The Nomad,2017-01-09 14:48:23,afternoon,weekday,0
4442,Cake,2017-01-09 14:48:23,afternoon,weekday,0
4443,Coffee,2017-01-09 14:52:01,afternoon,weekday,0
4443,Coffee,2017-01-09 14:52:01,afternoon,weekday,0
4443,Medialuna,2017-01-09 14:52:01,afternoon,weekday,0
4443,Cake,2017-01-09 14:52:01,afternoon,weekday,0
4444,Jammie Dodgers,2017-01-09 14:54:10,afternoon,weekday,0
4444,Farm House,2017-01-09 14:54:10,afternoon,weekday,0
4445,Coffee,2017-01-09 15:13:04,afternoon,weekday,0
4445,Bread,2017-01-09 15:13:04,afternoon,weekday,0
4445,Tea,2017-01-09 15:13:04,afternoon,weekday,0
4446,Bread,2017-01-09 15:57:35,afternoon,weekday,0
4446,Tea,2017-01-09 15:57:35,afternoon,weekday,0
4447,Tea,2017-01-09 16:28:56,afternoon,weekday,0
4447,Cookies,2017-01-09 16:28:56,afternoon,weekday,0
4448,Bread,2017-01-10 08:38:53,morning,weekday,1
4449,Coffee,2017-01-10 09:02:15,morning,weekday,1
4450,Bread,2017-01-10 09:40:10,morning,weekday,1
4451,Farm House,2017-01-10 09:44:32,morning,weekday,1
4451,Coffee,2017-01-10 09:44:32,morning,weekday,1
4452,Farm House,2017-01-10 09:53:51,morning,weekday,1
4453,Tea,2017-01-10 09:57:32,morning,weekday,1
4453,Cookies,2017-01-10 09:57:32,morning,weekday,1
4454,Coffee,2017-01-10 10:04:39,morning,weekday,1
4455,Bread,2017-01-10 10:17:08,morning,weekday,1
4456,Hot chocolate,2017-01-10 10:52:29,morning,weekday,1
4456,Pastry,2017-01-10 10:52:29,morning,weekday,1
4456,Bread,2017-01-10 10:52:29,morning,weekday,1
4457,Coffee,2017-01-10 10:58:34,morning,weekday,1
4457,Cake,2017-01-10 10:58:34,morning,weekday,1
4458,Tea,2017-01-10 11:37:18,morning,weekday,1
4459,Bread,2017-01-10 11:40:58,morning,weekday,1
4460,Bread,2017-01-10 11:51:29,morning,weekday,1
4461,Coffee,2017-01-10 11:56:59,morning,weekday,1
4461,Scone,2017-01-10 11:56:59,morning,weekday,1
4462,Scone,2017-01-10 11:57:35,morning,weekday,1
4462,Coffee,2017-01-10 11:57:35,morning,weekday,1
4463,Coffee,2017-01-10 11:58:18,morning,weekday,1
4464,Farm House,2017-01-10 12:13:54,afternoon,weekday,1
4464,Scandinavian,2017-01-10 12:13:54,afternoon,weekday,1
4464,Coffee,2017-01-10 12:13:54,afternoon,weekday,1
4464,Toast,2017-01-10 12:13:54,afternoon,weekday,1
4464,Cake,2017-01-10 12:13:54,afternoon,weekday,1
4465,Coffee,2017-01-10 12:21:00,afternoon,weekday,1
4465,Bread,2017-01-10 12:21:00,afternoon,weekday,1
4468,Coffee,2017-01-10 12:30:51,afternoon,weekday,1
4468,Farm House,2017-01-10 12:30:51,afternoon,weekday,1
4471,Sandwich,2017-01-10 12:39:26,afternoon,weekday,1
4471,Tea,2017-01-10 12:39:26,afternoon,weekday,1
4472,Muffin,2017-01-10 12:40:22,afternoon,weekday,1
4475,Sandwich,2017-01-10 12:44:54,afternoon,weekday,1
4475,Coffee,2017-01-10 12:44:54,afternoon,weekday,1
4475,Scone,2017-01-10 12:44:54,afternoon,weekday,1
4476,Farm House,2017-01-10 12:46:41,afternoon,weekday,1
4477,Sandwich,2017-01-10 13:00:15,afternoon,weekday,1
4478,Coffee,2017-01-10 13:03:09,afternoon,weekday,1
4478,Bread,2017-01-10 13:03:09,afternoon,weekday,1
4479,Tea,2017-01-10 13:19:39,afternoon,weekday,1
4479,Tea,2017-01-10 13:19:39,afternoon,weekday,1
4480,Sandwich,2017-01-10 13:26:37,afternoon,weekday,1
4482,Coke,2017-01-10 13:30:56,afternoon,weekday,1
4483,Jammie Dodgers,2017-01-10 13:35:12,afternoon,weekday,1
4484,Scone,2017-01-10 13:38:29,afternoon,weekday,1
4484,Muffin,2017-01-10 13:38:29,afternoon,weekday,1
4484,Pastry,2017-01-10 13:38:29,afternoon,weekday,1
4484,Frittata,2017-01-10 13:38:29,afternoon,weekday,1
4485,Cake,2017-01-10 13:44:03,afternoon,weekday,1
4486,Pastry,2017-01-10 13:45:01,afternoon,weekday,1
4486,Coffee,2017-01-10 13:45:01,afternoon,weekday,1
4487,Cake,2017-01-10 13:47:51,afternoon,weekday,1
4487,Cake,2017-01-10 13:47:51,afternoon,weekday,1
4489,Hearty & Seasonal,2017-01-10 14:07:16,afternoon,weekday,1
4489,Coffee,2017-01-10 14:07:16,afternoon,weekday,1
4489,Tea,2017-01-10 14:07:16,afternoon,weekday,1
4490,Fudge,2017-01-10 14:13:28,afternoon,weekday,1
4490,Bread,2017-01-10 14:13:28,afternoon,weekday,1
4491,Coffee,2017-01-10 14:40:57,afternoon,weekday,1
4492,Bread,2017-01-10 15:02:19,afternoon,weekday,1
4493,Coffee,2017-01-10 15:05:33,afternoon,weekday,1
4493,Cake,2017-01-10 15:05:33,afternoon,weekday,1
4494,Coffee,2017-01-10 15:31:37,afternoon,weekday,1
4495,Coffee,2017-01-10 15:54:09,afternoon,weekday,1
4496,Tea,2017-01-10 15:56:56,afternoon,weekday,1
4497,Bread,2017-01-10 16:29:16,afternoon,weekday,1
4498,Bread,2017-01-10 16:31:22,afternoon,weekday,1
4499,Bread,2017-01-10 16:32:05,afternoon,weekday,1
4500,Toast,2017-01-11 08:19:48,morning,weekday,2
4500,Coffee,2017-01-11 08:19:48,morning,weekday,2
4500,Coffee,2017-01-11 08:19:48,morning,weekday,2
4500,Muffin,2017-01-11 08:19:48,morning,weekday,2
4501,Medialuna,2017-01-11 09:09:53,morning,weekday,2
4501,Medialuna,2017-01-11 09:09:53,morning,weekday,2
4501,Hot chocolate,2017-01-11 09:09:53,morning,weekday,2
4501,Coffee,2017-01-11 09:09:53,morning,weekday,2
4502,Bread,2017-01-11 09:16:36,morning,weekday,2
4503,Bread,2017-01-11 09:36:10,morning,weekday,2
4503,Pastry,2017-01-11 09:36:10,morning,weekday,2
4504,Bread,2017-01-11 09:38:55,morning,weekday,2
4505,Coffee,2017-01-11 09:39:52,morning,weekday,2
4506,Tea,2017-01-11 09:49:01,morning,weekday,2
4506,Sandwich,2017-01-11 09:49:01,morning,weekday,2
4507,Coffee,2017-01-11 09:56:06,morning,weekday,2
4508,Medialuna,2017-01-11 10:27:12,morning,weekday,2
4508,Coffee,2017-01-11 10:27:12,morning,weekday,2
4508,Farm House,2017-01-11 10:27:12,morning,weekday,2
4509,Coffee,2017-01-11 10:40:30,morning,weekday,2
4509,Muffin,2017-01-11 10:40:30,morning,weekday,2
4510,Hot chocolate,2017-01-11 10:41:40,morning,weekday,2
4510,Coffee,2017-01-11 10:41:40,morning,weekday,2
4511,Coffee,2017-01-11 10:42:03,morning,weekday,2
4512,Tea,2017-01-11 10:43:23,morning,weekday,2
4512,Toast,2017-01-11 10:43:23,morning,weekday,2
4512,Tiffin,2017-01-11 10:43:23,morning,weekday,2
4512,Muffin,2017-01-11 10:43:23,morning,weekday,2
4513,Cookies,2017-01-11 10:44:56,morning,weekday,2
4513,Bread,2017-01-11 10:44:56,morning,weekday,2
4513,Farm House,2017-01-11 10:44:56,morning,weekday,2
4514,Bread,2017-01-11 10:48:04,morning,weekday,2
4515,Granola,2017-01-11 10:50:18,morning,weekday,2
4516,Scone,2017-01-11 10:52:36,morning,weekday,2
4516,Coffee,2017-01-11 10:52:36,morning,weekday,2
4516,Coffee,2017-01-11 10:52:36,morning,weekday,2
4517,Bread,2017-01-11 10:55:23,morning,weekday,2
4518,Coffee,2017-01-11 11:02:23,morning,weekday,2
4518,Medialuna,2017-01-11 11:02:23,morning,weekday,2
4519,Coffee,2017-01-11 11:08:02,morning,weekday,2
4519,Coffee,2017-01-11 11:08:02,morning,weekday,2
4519,Pastry,2017-01-11 11:08:02,morning,weekday,2
4519,Muffin,2017-01-11 11:08:02,morning,weekday,2
4520,Hot chocolate,2017-01-11 11:12:05,morning,weekday,2
4520,Coffee,2017-01-11 11:12:05,morning,weekday,2
4521,Bread,2017-01-11 11:23:39,morning,weekday,2
4522,Bread,2017-01-11 11:25:56,morning,weekday,2
4524,Bread,2017-01-11 11:33:07,morning,weekday,2
4524,Coffee,2017-01-11 11:33:07,morning,weekday,2
4525,Bread,2017-01-11 11:33:54,morning,weekday,2
4527,Coffee,2017-01-11 12:12:23,afternoon,weekday,2
4527,Hearty & Seasonal,2017-01-11 12:12:23,afternoon,weekday,2
4528,Bread,2017-01-11 12:13:55,afternoon,weekday,2
4529,Coffee,2017-01-11 12:31:13,afternoon,weekday,2
4529,Coffee,2017-01-11 12:31:13,afternoon,weekday,2
4529,Art Tray,2017-01-11 12:31:13,afternoon,weekday,2
4529,Sandwich,2017-01-11 12:31:13,afternoon,weekday,2
4529,Bread,2017-01-11 12:31:13,afternoon,weekday,2
4530,Bread,2017-01-11 13:06:54,afternoon,weekday,2
4530,Cake,2017-01-11 13:06:54,afternoon,weekday,2
4531,Muffin,2017-01-11 13:32:00,afternoon,weekday,2
4531,Alfajores,2017-01-11 13:32:00,afternoon,weekday,2
4531,Tiffin,2017-01-11 13:32:00,afternoon,weekday,2
4531,Tea,2017-01-11 13:32:00,afternoon,weekday,2
4532,Coffee,2017-01-11 14:05:19,afternoon,weekday,2
4533,Scandinavian,2017-01-11 14:09:21,afternoon,weekday,2
4534,Afternoon with the baker,2017-01-11 14:15:37,afternoon,weekday,2
4534,Cake,2017-01-11 14:15:37,afternoon,weekday,2
4535,Bread,2017-01-11 14:19:22,afternoon,weekday,2
4536,Bread,2017-01-11 14:27:15,afternoon,weekday,2
4536,Cake,2017-01-11 14:27:15,afternoon,weekday,2
4536,Coffee,2017-01-11 14:27:15,afternoon,weekday,2
4536,Tea,2017-01-11 14:27:15,afternoon,weekday,2
4536,Scandinavian,2017-01-11 14:27:15,afternoon,weekday,2
4537,Scandinavian,2017-01-11 14:27:39,afternoon,weekday,2
4539,Coffee,2017-01-11 14:39:59,afternoon,weekday,2
4539,Coffee,2017-01-11 14:39:59,afternoon,weekday,2
4540,Bread,2017-01-11 14:46:38,afternoon,weekday,2
4540,Sandwich,2017-01-11 14:46:38,afternoon,weekday,2
4541,Afternoon with the baker,2017-01-11 14:51:56,afternoon,weekday,2
4542,Cake,2017-01-11 14:55:01,afternoon,weekday,2
4543,Tea,2017-01-11 15:01:42,afternoon,weekday,2
4545,Coffee,2017-01-11 15:35:36,afternoon,weekday,2
4545,Cake,2017-01-11 15:35:36,afternoon,weekday,2
4546,Coffee,2017-01-11 15:42:24,afternoon,weekday,2
4547,Coffee,2017-01-11 15:49:43,afternoon,weekday,2
4547,Bread,2017-01-11 15:49:43,afternoon,weekday,2
4547,Cake,2017-01-11 15:49:43,afternoon,weekday,2
4548,Scone,2017-01-11 15:50:41,afternoon,weekday,2
4548,Coffee,2017-01-11 15:50:41,afternoon,weekday,2
4549,Hot chocolate,2017-01-11 16:46:41,afternoon,weekday,2
4549,Hot chocolate,2017-01-11 16:46:41,afternoon,weekday,2
4550,Tea,2017-01-11 16:58:08,afternoon,weekday,2
4550,Cookies,2017-01-11 16:58:08,afternoon,weekday,2
4550,Cake,2017-01-11 16:58:08,afternoon,weekday,2
4551,Coffee,2017-01-12 07:58:41,morning,weekday,3
4552,Pastry,2017-01-12 09:07:32,morning,weekday,3
4552,Pastry,2017-01-12 09:07:32,morning,weekday,3
4552,Tea,2017-01-12 09:07:32,morning,weekday,3
4552,Bread,2017-01-12 09:07:32,morning,weekday,3
4553,Coffee,2017-01-12 09:26:58,morning,weekday,3
4553,Toast,2017-01-12 09:26:58,morning,weekday,3
4554,Bread,2017-01-12 09:39:19,morning,weekday,3
4554,Coffee,2017-01-12 09:39:19,morning,weekday,3
4555,Coffee,2017-01-12 09:41:41,morning,weekday,3
4556,Farm House,2017-01-12 09:43:49,morning,weekday,3
4557,Tea,2017-01-12 09:47:34,morning,weekday,3
4557,Coffee,2017-01-12 09:47:34,morning,weekday,3
4558,Cookies,2017-01-12 09:48:10,morning,weekday,3
4559,Coffee,2017-01-12 09:51:12,morning,weekday,3
4560,Bread,2017-01-12 09:54:09,morning,weekday,3
4561,Jammie Dodgers,2017-01-12 10:24:03,morning,weekday,3
4561,Juice,2017-01-12 10:24:03,morning,weekday,3
4562,Bread,2017-01-12 10:29:04,morning,weekday,3
4563,Cake,2017-01-12 10:31:29,morning,weekday,3
4563,Coffee,2017-01-12 10:31:29,morning,weekday,3
4563,Tea,2017-01-12 10:31:29,morning,weekday,3
4564,Hot chocolate,2017-01-12 10:49:49,morning,weekday,3
4565,Coffee,2017-01-12 10:55:57,morning,weekday,3
4565,Alfajores,2017-01-12 10:55:57,morning,weekday,3
4565,Alfajores,2017-01-12 10:55:57,morning,weekday,3
4565,Bread,2017-01-12 10:55:57,morning,weekday,3
4566,Tiffin,2017-01-12 11:02:45,morning,weekday,3
4566,Cookies,2017-01-12 11:02:45,morning,weekday,3
4566,Coffee,2017-01-12 11:02:45,morning,weekday,3
4567,Jammie Dodgers,2017-01-12 11:03:56,morning,weekday,3
4568,Coffee,2017-01-12 11:06:00,morning,weekday,3
4568,Tea,2017-01-12 11:06:00,morning,weekday,3
4568,Cake,2017-01-12 11:06:00,morning,weekday,3
4568,Toast,2017-01-12 11:06:00,morning,weekday,3
4569,Coffee,2017-01-12 11:08:22,morning,weekday,3
4569,Coffee,2017-01-12 11:08:22,morning,weekday,3
4570,Coffee,2017-01-12 11:14:43,morning,weekday,3
4570,Vegan mincepie,2017-01-12 11:14:43,morning,weekday,3
4571,Bread,2017-01-12 11:20:05,morning,weekday,3
4571,Tea,2017-01-12 11:20:05,morning,weekday,3
4572,Toast,2017-01-12 11:22:01,morning,weekday,3
4572,Coffee,2017-01-12 11:22:01,morning,weekday,3
4572,Coffee,2017-01-12 11:22:01,morning,weekday,3
4573,Tea,2017-01-12 11:30:44,morning,weekday,3
4574,Coffee,2017-01-12 11:42:40,morning,weekday,3
4575,Cake,2017-01-12 11:44:22,morning,weekday,3
4576,Coffee,2017-01-12 11:50:14,morning,weekday,3
4577,Bread,2017-01-12 11:52:27,morning,weekday,3
4578,Toast,2017-01-12 11:53:56,morning,weekday,3
4578,Coffee,2017-01-12 11:53:56,morning,weekday,3
4579,Cookies,2017-01-12 11:56:30,morning,weekday,3
4581,Tea,2017-01-12 12:30:43,afternoon,weekday,3
4581,Toast,2017-01-12 12:30:43,afternoon,weekday,3
4582,Farm House,2017-01-12 12:51:28,afternoon,weekday,3
4583,Coke,2017-01-12 13:49:12,afternoon,weekday,3
4584,Coke,2017-01-12 13:50:56,afternoon,weekday,3
4585,Bread,2017-01-12 14:14:31,afternoon,weekday,3
4586,Toast,2017-01-12 14:53:44,afternoon,weekday,3
4587,Bread,2017-01-12 15:16:10,afternoon,weekday,3
4587,Tiffin,2017-01-12 15:16:10,afternoon,weekday,3
4587,Coffee,2017-01-12 15:16:10,afternoon,weekday,3
4588,Coffee,2017-01-12 15:25:38,afternoon,weekday,3
4588,Jammie Dodgers,2017-01-12 15:25:38,afternoon,weekday,3
4588,Frittata,2017-01-12 15:25:38,afternoon,weekday,3
4589,Frittata,2017-01-12 15:44:11,afternoon,weekday,3
4589,Coffee,2017-01-12 15:44:11,afternoon,weekday,3
4589,Coffee,2017-01-12 15:44:11,afternoon,weekday,3
4590,Tea,2017-01-12 15:47:27,afternoon,weekday,3
4590,Bread,2017-01-12 15:47:27,afternoon,weekday,3
4591,Coffee,2017-01-12 16:01:31,afternoon,weekday,3
4592,Bread,2017-01-12 16:39:29,afternoon,weekday,3
4593,Tea,2017-01-13 09:03:20,morning,weekday,4
4594,Scandinavian,2017-01-13 09:03:43,morning,weekday,4
4595,Farm House,2017-01-13 09:35:08,morning,weekday,4
4595,Hot chocolate,2017-01-13 09:35:08,morning,weekday,4
4595,Coffee,2017-01-13 09:35:08,morning,weekday,4
4596,Pastry,2017-01-13 09:43:00,morning,weekday,4
4596,Scandinavian,2017-01-13 09:43:00,morning,weekday,4
4597,Coffee,2017-01-13 09:49:54,morning,weekday,4
4597,Coffee,2017-01-13 09:49:54,morning,weekday,4
4597,Toast,2017-01-13 09:49:54,morning,weekday,4
4597,Coffee,2017-01-13 09:49:54,morning,weekday,4
4598,Bread,2017-01-13 10:34:55,morning,weekday,4
4599,Coffee,2017-01-13 10:41:00,morning,weekday,4
4599,Coffee,2017-01-13 10:41:00,morning,weekday,4
4599,Coffee,2017-01-13 10:41:00,morning,weekday,4
4599,Cake,2017-01-13 10:41:00,morning,weekday,4
4599,Cookies,2017-01-13 10:41:00,morning,weekday,4
4600,Bread,2017-01-13 10:43:42,morning,weekday,4
4600,Toast,2017-01-13 10:43:42,morning,weekday,4
4601,Coffee,2017-01-13 11:10:07,morning,weekday,4
4601,Sandwich,2017-01-13 11:10:07,morning,weekday,4
4601,Bread,2017-01-13 11:10:07,morning,weekday,4
4602,Coffee,2017-01-13 11:16:38,morning,weekday,4
4603,Bread,2017-01-13 11:46:59,morning,weekday,4
4603,Scandinavian,2017-01-13 11:46:59,morning,weekday,4
4604,Coffee,2017-01-13 11:48:57,morning,weekday,4
4604,Medialuna,2017-01-13 11:48:57,morning,weekday,4
4604,Alfajores,2017-01-13 11:48:57,morning,weekday,4
4605,Coffee,2017-01-13 11:55:56,morning,weekday,4
4606,Pastry,2017-01-13 11:57:40,morning,weekday,4
4606,Coffee,2017-01-13 11:57:40,morning,weekday,4
4607,Coffee,2017-01-13 12:05:56,afternoon,weekday,4
4607,Coffee,2017-01-13 12:05:56,afternoon,weekday,4
4607,Juice,2017-01-13 12:05:56,afternoon,weekday,4
4608,Coffee,2017-01-13 12:12:05,afternoon,weekday,4
4609,Coffee,2017-01-13 12:13:18,afternoon,weekday,4
4609,Bread,2017-01-13 12:13:18,afternoon,weekday,4
4609,Salad,2017-01-13 12:13:18,afternoon,weekday,4
4609,Pastry,2017-01-13 12:13:18,afternoon,weekday,4
4610,Coffee,2017-01-13 12:17:54,afternoon,weekday,4
4611,Bread,2017-01-13 12:30:15,afternoon,weekday,4
4612,Bread,2017-01-13 12:33:39,afternoon,weekday,4
4613,Hot chocolate,2017-01-13 12:37:14,afternoon,weekday,4
4614,Coffee,2017-01-13 12:39:06,afternoon,weekday,4
4614,Toast,2017-01-13 12:39:06,afternoon,weekday,4
4615,Sandwich,2017-01-13 12:46:27,afternoon,weekday,4
4616,Truffles,2017-01-13 12:48:55,afternoon,weekday,4
4617,Medialuna,2017-01-13 12:56:49,afternoon,weekday,4
4617,Cake,2017-01-13 12:56:49,afternoon,weekday,4
4617,Toast,2017-01-13 12:56:49,afternoon,weekday,4
4617,Coffee,2017-01-13 12:56:49,afternoon,weekday,4
4617,Coffee,2017-01-13 12:56:49,afternoon,weekday,4
4618,Coffee,2017-01-13 12:57:20,afternoon,weekday,4
4619,Coffee,2017-01-13 12:58:59,afternoon,weekday,4
4619,Cake,2017-01-13 12:58:59,afternoon,weekday,4
4619,Vegan mincepie,2017-01-13 12:58:59,afternoon,weekday,4
4620,Bread,2017-01-13 12:59:38,afternoon,weekday,4
4622,Farm House,2017-01-13 13:11:28,afternoon,weekday,4
4623,Coffee,2017-01-13 13:12:30,afternoon,weekday,4
4624,Scone,2017-01-13 13:26:52,afternoon,weekday,4
4624,Tea,2017-01-13 13:26:52,afternoon,weekday,4
4624,Sandwich,2017-01-13 13:26:52,afternoon,weekday,4
4625,Bread,2017-01-13 13:49:48,afternoon,weekday,4
4625,Coffee,2017-01-13 13:49:48,afternoon,weekday,4
4626,Coffee,2017-01-13 14:01:18,afternoon,weekday,4
4626,Jammie Dodgers,2017-01-13 14:01:18,afternoon,weekday,4
4627,Tea,2017-01-13 14:05:38,afternoon,weekday,4
4627,Coffee,2017-01-13 14:05:38,afternoon,weekday,4
4627,Toast,2017-01-13 14:05:38,afternoon,weekday,4
4628,Tea,2017-01-13 14:16:14,afternoon,weekday,4
4628,Coffee,2017-01-13 14:16:14,afternoon,weekday,4
4628,Bread,2017-01-13 14:16:14,afternoon,weekday,4
4628,Salad,2017-01-13 14:16:14,afternoon,weekday,4
4628,Tiffin,2017-01-13 14:16:14,afternoon,weekday,4
4629,Cake,2017-01-13 14:26:26,afternoon,weekday,4
4629,Pastry,2017-01-13 14:26:26,afternoon,weekday,4
4629,Pastry,2017-01-13 14:26:26,afternoon,weekday,4
4629,Alfajores,2017-01-13 14:26:26,afternoon,weekday,4
4629,Alfajores,2017-01-13 14:26:26,afternoon,weekday,4
4629,Coffee,2017-01-13 14:26:26,afternoon,weekday,4
4629,Bread,2017-01-13 14:26:26,afternoon,weekday,4
4630,Coffee,2017-01-13 14:53:36,afternoon,weekday,4
4630,Scone,2017-01-13 14:53:36,afternoon,weekday,4
4631,Tea,2017-01-13 15:04:27,afternoon,weekday,4
4632,Brownie,2017-01-13 15:09:25,afternoon,weekday,4
4632,Pastry,2017-01-13 15:09:25,afternoon,weekday,4
4632,Coffee,2017-01-13 15:09:25,afternoon,weekday,4
4634,Bread,2017-01-13 15:46:00,afternoon,weekday,4
4635,Tea,2017-01-13 15:50:04,afternoon,weekday,4
4636,Scone,2017-01-13 15:53:52,afternoon,weekday,4
4637,Bread,2017-01-13 15:58:07,afternoon,weekday,4
4638,Tea,2017-01-13 15:58:49,afternoon,weekday,4
4638,Scone,2017-01-13 15:58:49,afternoon,weekday,4
4639,Coffee,2017-01-13 16:08:40,afternoon,weekday,4
4639,Tea,2017-01-13 16:08:40,afternoon,weekday,4
4639,Scone,2017-01-13 16:08:40,afternoon,weekday,4
4639,Cake,2017-01-13 16:08:40,afternoon,weekday,4
4640,Coffee,2017-01-13 16:12:48,afternoon,weekday,4
4640,Truffles,2017-01-13 16:12:48,afternoon,weekday,4
4640,Cake,2017-01-13 16:12:48,afternoon,weekday,4
4640,Vegan mincepie,2017-01-13 16:12:48,afternoon,weekday,4
4641,Bread,2017-01-13 16:14:14,afternoon,weekday,4
4642,Hot chocolate,2017-01-13 16:40:01,afternoon,weekday,4
4642,Medialuna,2017-01-13 16:40:01,afternoon,weekday,4
4643,Tea,2017-01-13 17:04:08,evening,weekday,4
4643,Hot chocolate,2017-01-13 17:04:08,evening,weekday,4
4643,Cookies,2017-01-13 17:04:08,evening,weekday,4
4643,Jammie Dodgers,2017-01-13 17:04:08,evening,weekday,4
4643,Bread,2017-01-13 17:04:08,evening,weekday,4
4644,Bread,2017-01-14 08:57:28,morning,weekend,5
4645,Coffee,2017-01-14 09:07:21,morning,weekend,5
4645,Coffee,2017-01-14 09:07:21,morning,weekend,5
4645,Toast,2017-01-14 09:07:21,morning,weekend,5
4646,Coffee,2017-01-14 09:09:40,morning,weekend,5
4647,Scandinavian,2017-01-14 09:15:38,morning,weekend,5
4647,Bread,2017-01-14 09:15:38,morning,weekend,5
4649,Tea,2017-01-14 09:37:51,morning,weekend,5
4649,Cookies,2017-01-14 09:37:51,morning,weekend,5
4649,Tiffin,2017-01-14 09:37:51,morning,weekend,5
4649,Brownie,2017-01-14 09:37:51,morning,weekend,5
4649,Coffee,2017-01-14 09:37:51,morning,weekend,5
4650,Tiffin,2017-01-14 09:42:13,morning,weekend,5
4651,Coffee,2017-01-14 09:43:10,morning,weekend,5
4652,Coffee,2017-01-14 09:45:45,morning,weekend,5
4652,Toast,2017-01-14 09:45:45,morning,weekend,5
4652,Tiffin,2017-01-14 09:45:45,morning,weekend,5
4652,Farm House,2017-01-14 09:45:45,morning,weekend,5
4653,Hot chocolate,2017-01-14 09:50:07,morning,weekend,5
4653,Bread,2017-01-14 09:50:07,morning,weekend,5
4653,Medialuna,2017-01-14 09:50:07,morning,weekend,5
4653,Toast,2017-01-14 09:50:07,morning,weekend,5
4654,Hot chocolate,2017-01-14 09:51:00,morning,weekend,5
4654,Bread,2017-01-14 09:51:00,morning,weekend,5
